text,y
"If you are annoyed by it, you don't really understand it.",0.42857142857142855
"That's nice, sweetie, you keep thinking that",0.5714285714285714
No wonder the UK was glad to see them go,0.0
But Maaa they made me do it! Is that it? He was forced to do what he did?,0.14285714285714285
"if you received a tax deferral when you contributed to your pension (most likely) then you certainly should expect to pay the taxes you decided not to pay in the past. .other than this, what laws are you forced to obey in Canada?",0.0
But Trudeau is dancing pretty in Paris. Nevermind the taxes.,0.0
"Women may initiate the divorce, but why? Do you ever think about that? Like, maybe they're beaten, their once lovely husband is hooked on Percs and is dragging the family down? Maybe they're being abused? Maybe their kids are at risk?",0.0
"ADSCAM. Sorry libbies, we have not forgotten. Enjoy third place for the forseeable future no matter who you pick as leader.",0.7142857142857143
"Very good posts, Science Boy.",0.0
"you've never read a holy book, have you? If their adherents actually followed what it taught, they'd all be in prison.",0.14285714285714285
"He has a defence minister who actually served in Afghanistan, vs Peter McKay whose claim to fame was appropriating military helicopters for fishing trips.",0.0
"LMAO, you're using the wild west to educate yourself. You truly are naive.",0.5714285714285714
"not quite true, in Iceland they do often bring in extra workers for the height of the fishing season but they are paid the same as the local workers",0.0
How interesting that we here in BC have the same position but we have received none of the same venom as Montreal and Quebec has from Toronto. How is really the Petty one Toronto?,0.14285714285714285
When will Canadians have the corresponding right to vote in 'First Nations' elections?,0.0
"Up - You somehow imagine that you could offend me. Not a chance, cupcake. I'm not some Social Justice Warrior demanding a ""safe space"". Get over yourself. Only persistent stupidity offends me. Oh, wait...",0.14285714285714285
"So Chinese people are the best judges of human rights for all of humanity? That is what you are saying, which is, of course absurdly arrogant and ignorant. You do know what human rights actually entail, right? Right?",0.5714285714285714
What Castro 'deserved' is to die a long time ago.,0.5714285714285714
"One hopes that your firearms are as safe and secure as your car ! Your young children cannot reach the pedals of your car, but can they pull a trigger ?",0.0
"Yeah, only grew up there and still read a variety of news sources and actually was taught about the working of the EU while I was in school as well visited Brussels on a school trip. What's your expertise? Let me gues: Brexitthemovie?",0.0
"Where do you get your info, may I ask?",0.0
It worked for Napoleon----didn't it?,0.0
>>'Your wife is ignoring us?'To the PMO? Hilarious...,0.0
Reasons to fear for humanity...........,0.0
You should start with a bullet to the brain.,0.7142857142857143
There is no news in this piece. Any benefit of reading it was not worth the exposure to some very lame syntax and hackneyed expression.,0.0
No one was 'targeted' here.,0.0
Another person who does not believe in earning your place in life. How sadly pathetic.,0.42857142857142855
And you think they are incapable otherwise. Have a nice death.,0.2857142857142857
I know! ISISists are EVERYWHERE!! Don't forget to check under your bed! (Harper has your broom closet covered) (lol),0.7142857142857143
My goodness... I think perhaps that you have somewhat overstated your case.,0.0
"What do you mean, *join* the hit list? Most have been on it for a few years now, suckups like the Globe and National Post editorial boards notwithstanding.",0.0
Buck - notwithstanding the article is about whacking the taxpayer even after making money on the Toronto houses.,0.0
"It is appalling that the Liberals ? who surely must be able to see the damage Harper has done to this country ? continue to attack the NDP and Mulcair. Surely love of country is most important in this election, far more than party loyalty.",0.0
Ranked ballot seems like the best and fairest option.,0.0
Perhaps this young man should have stayed in Syria. Where it is safe!!!!!,0.14285714285714285
heywhy not move some gas plants out there????DUHcan't believe no one thought of hat one...,0.0
"Separate but equal was struck down by the United States Supreme Court in 1954; Brown vs. the Board of Education. Of course, this is Canada.",0.0
"Case in point.. the biggest offender in the senate debacle is Marc Harb, do a google search what comes up? meh.. 331k results.. hell my name brings up more search results, Mike Duffy? 17 Million+",0.0
Hurricanes.,0.0
Headlines are interesting: 'How much has Wente been drinking?',0.5714285714285714
She's an empty shell... She has risen politically far beyond her abilties or intellect. She will be known as the 'Photo Op Premier' as a short footnote in BC political history.,0.42857142857142855
Levor you sound like a raving lunatic. Why don't you go and live in that Gulag Russia then.,0.0
"And, of course, we can expect an honest reply to that question.",0.0
"liberals don't care about life, it is money and power",0.14285714285714285
Reasons to fear for humanity...........,0.0
"Oh please tell us, g.d., about your photosynthesis delusions. Wait while I get some popcorn.",0.42857142857142855
You are being really fucking nasty about this,0.2857142857142857
"How is the show cancelled? Have we all forgotten that Rob will more than likely we elected for his ward, thus still be at city hall, thus still be a sideshow?",0.0
I like the way you do business,0.0
You obviously don't actually know any real liberals.,0.7142857142857143
Another tediously predictable Globe and Mail contribution to the media pile-on against Trump. Boring.,0.2857142857142857
"This one is perfect Fred, no more need for modifications. Start the assembly line we need 17 dozen more before lunch.",0.14285714285714285
"Politics yes. The least expensive advanced (fifth generation) fighter aircraft can be purchased from Russia and from China. But politics being what they are, who would support buying those?",0.0
"Clean hands? Are you kidding. Only leftist hacks could describe Mulcair as having clean hands when he knew first hand of the corruption in Laval and said nothing to anyone. Until now, when other bring it out into the open.",0.14285714285714285
Vets are not taken seriously by this government as long as Fantino still has his job.,0.0
"I agree with pretty much all you said, but Canada1 isn't wrong in the fact that the far-right going super racist is worse than the far left going super anti-racist. Regardless, as you mention, stigmatization into tribes doesn't help anyone.",0.2857142857142857
In the absence of reasoned argument - call the other guy names and use florid adjectives to marginalize and discredit.,0.0
You don't even realize how stupid your comment is ---- do you? LOL You are clueless about who the indictments were for or you would not have made the comment you did.,0.2857142857142857
"Elizabeth is talking about a grownup coming to be mayor of Detroit, and one who never grew up, who got to be mayor of Toronto on the Conservative lower-tax mantra. What would that do for Toronto over time?",0.0
"And my tablet turns the word ""sex"" into ""decision"" for some reason. Caught it later a few times.",0.0
'the U.S. has adapted economically and culturally'..to Hispanic immigration - Ya Right! It's the biggest issue on the right-wing agenda - to send them home. Big problem in the US added to already big race problem.,0.42857142857142855
No. It's not about the Roman Catholic faith. It's about education and equality. Is equality is a non-issue?,0.0
"You have it backwards. The stable sales tax should be for operations, and fluctuating oil royalties should be saved for emergencies or used for diversification.",0.0
"The truth hurts, doesn't it, loser.......?",0.0
And we have two semi pretty blonde bobble heads that frame Harper and nod every time the great Dick-tator opens his mouth for the camera's,0.0
You are so right. These same people complain about how their tax dollars are spent,0.0
Just a conspiratorial old fart.,0.0
"It don't matter what the prohibitionists opinion is, Cannabis is a medicine and has been one for thousands of years. The proof is in the archeological evidence found all over the planet. Real evidence> prohibitionist opinion.",0.0
Please dont be naive,0.2857142857142857
"If you give a man a fish, you feed him for a day. If you show him the food bank, you feed him for a lifetime.",0.0
So are you proposing we cover the entire planet in panels? Pretty lame comment,0.0
"Thanks. After reading some of the other responses, that made me smile.",0.0
George Bernard Shaw remained a socialist until his death at 94.People with alert brains don't rely on the internet for the source of quotes.,0.0
A judge says she can wear the niqab during the ceremony.,0.0
"But watch what you post about that particular horsey set, just in case, in the (hopefully short) scary era of C-51.",0.0
Only academics and journalists think killing our enemies is a bad idea. Normal people know otherwise.,0.5714285714285714
The bias and attempt at social engineering of the mainstream media represents a greater onslaught on the democratic process than social media,0.0
An actually insightful article on the Globe and Mail. What will they think of next?,0.0
"DJD, I am a committed, happy atheist, but your statement is an oversimplification.",0.0
Canada's evaluation process is really weak.,0.8571428571428571
"Harper did NOT stand for one country. He said publicly he did not care if Canada ended up as one country, or two, or ten. Do you people ever check your facts?",0.0
Your stupidity rises so high I can't see it from down here. ,0.5714285714285714
"I agree that he probably didn't mean it as it sounded, but it definitely sounded as though he meant that guns would solve the problem.",0.0
"Before jumping to conclusions, have you ever considered that Ms Ayad was not invited to the Leave HQ or was perhaps denied entry?",0.0
But sadder still is the lame extended metaphor in the column.,0.2857142857142857
"Oh please. Your comment is nothing more than a sock puppet speaking point. From the looks of it, Trudeau didn't debate it within his own party.",0.0
It is the Canucks. What do you expect. Canucks and playoffs. Come to the hockey heartlands of Canada. You can find them anywhere east of Vancouver.,0.0
For the money.,0.0
"Disagree. Britain, the birthplace of modern representative democracy, wants to be governed from Britain, not Brussels.",0.0
"Yup, you really need to get over to Vimy.",0.0
"By not voting, you will help get them back in for five more years.",0.0
Bang on about the Koch Bros. connection. Keep writing and informing!,0.0
You think Saunders cares?,0.0
You are a fool. Your examples are ridiculous and not realistic. Try reality sometime... you'll like it.,0.42857142857142855
Who came up with that ridiculous title for this article? I want names!,0.0
Still using the term 'Sovereignty' And still don't have the guts to say Independence' like the Scots did.,0.0
"Joe, Joe, Joe... Try reading a newspaper or a book published outside Ontario my ignorant friend. Nobody cares about Mike Duffy west of Ontario - we just expect that kind of behaviour from the centre of our universe. BTW, have YOU tried crack?",0.42857142857142855
Who is not running for POTUS. Irrelevant R U,0.42857142857142855
You are being really fucking nasty about this,0.2857142857142857
That's why we should stop allowing Muslims into Canada. It may not be the parents that want to do us harm but in many cases it's their offspring.,0.2857142857142857
"You must be totally referring to yourself, sorry to hear about that - get well soon.",0.42857142857142855
ya buddy... its those cats.... its not the pollution or the chemicals.. its the cats..,0.0
please please pleaseput these two out to pasture,0.0
Just pathetic.,0.5714285714285714
"LOL, comments from Canada will not change the course of the US election.",0.0
"Thank you Konrad for an insightful article. Greece and Greeks, with their congenital hubris, are always quick to point the finger of blame at others.",0.5714285714285714
Maybe the real question was the people involved 'reporting the news' or 'trying to make the news'? Maybe we don't know the facts??,0.0
And americans wonder why everyone hates them?,1.0
"@Rogue Chimp ""not so much the other way around."" And how exactly do you know this? Other than because you ""just know"" I mean.",0.0
"Is that so, Joe? Oh, just hearsay. That's what I thought.",0.14285714285714285
Strange how the G&M won't even touch on how The Leap Manifesto would have prevented the most costly environmental catastrophe in Canadian history. Just how much advertising revenue is the CAPP giving this rag anyways ?,0.42857142857142855
Very astute observation. All were true leaders. Our new man is just that - a pretty face.,0.5714285714285714
"You can leave a ""surplus"" if you don't spend money promised and sell off assets. Nobody really believes there was a real surplus. Trudeau campaigned on a deficit- to stimulate the economy. We aren't surprised by this.",0.0
how do you know the money wont be used to enrich shareholders first?,0.2857142857142857
How nice! whiskycharlie crawled out the the cesspool to post.,0.5714285714285714
"Yes, and now you should stop paying taxes and drive your car without insurance. Go for it.",0.5714285714285714
"you forgot gambling, and strong liquor",0.0
"here are your winnings, sir.",0.0
"You didn't even read them, did you?",0.5714285714285714
"She will destroy Trump. Hillary would chew up and spit out the entire Republican nominee slate. Just a bunch of uninformed, Christian fundamentalists.",0.2857142857142857
"Yeah, you got that right. Anytime now, I expect to read a 'It's all Harper's fault!' in the mix...",0.0
"I'm not voting for him, but Trudeau and the Liberals will fare well against the increasingly-disturbing Harper government.",0.0
"Do you have any idea of the risks of statins? Blood thinners? And you want them available like candy with little assessment of need or cautions, followups?",0.2857142857142857
Same neo-liberal crap. Different day.,0.5714285714285714
"Hopefully, it shuns the Reform party agenda and becomes a more reputable organization. May the party reform without the Reform.",0.0
Posting this picture undermines your argument,0.0
Nine posts and counting.,0.0
Real issue is your bubble,0.0
"I thought Asian's weren't considered minorities because they don't complain, do well in school and in business",0.8571428571428571
For more information on the Russian human Rights Crisis and Contacts for the IOC Sponsors and Government Agencies worldwide: www. brandedbysochi.com,0.0
"Golly, I thought you CONjobbers were against 'class war'?",0.42857142857142855
"The only immutable gene left standing must be 'our brave men and women in uniform', paradigms of virtue, manifest examples of human perfection. Ah, yes, Caitlyn is cool. Dolezal is not. Sir Tim Hunt is not. Is my thinking acceptable today?",0.0
1- 1 after the first.,0.0
... or a corrupt establishment politicians feathering her nest... and a naive billionaire who thinks he can beat the system .... so pa thetic ...,0.5714285714285714
"Pierre Trudeau, Brian Mulroney, and Jean Chr?tien didn't like the CBC. After the CBC finishes with the Gohmeshi lawsuits, more taxpayers & women won't like the CBC.",0.0
Peladeau should be forced to serve out his term in politics. We should spare Corporate Canada from the likes of him for as long as possible.,0.0
Racist slime. Really?,0.5714285714285714
Perhaps you think that now that he has won the election the PM should resign? Idiots.,0.7142857142857143
"Most of what Harper does, doesn't make sense.",0.0
ya buddy... its those cats.... its not the pollution or the chemicals.. its the cats..,0.42857142857142855
She was right about the Harpo cabinet.,0.0
Get a better job if you want a liveable wage. Read an economics textbook idiot.,0.5714285714285714
LOL. Maybe Hillary is in the middle of a transgender identity crisis.,0.0
Where do you get this stuff? Does the CIA have its own wire service?,0.0
France is war mongering again.,0.0
So you become more transparent by removing transparency acts. Got it.,0.0
trump is not in power in NC,0.0
They won under FPTP. Did you forget that?,0.0
do the men in these relationships where the female is the higher earner always run out if the lady loses her job? just asking.,0.0
gawd... you again. how many times have you posted your pathetic petition this time?,0.5714285714285714
please would you say where '[you] just read'? It would be nice to doublecheck....,0.0
"Perhaps but as this activity has shown - there are. $800,000 clams for one dude. Nice",0.0
"Harper never behaved in this childish, physical manner.",0.2857142857142857
The Globe continues to demonstrate a shameless progressive agenda; the post-petroleum world is at least 50 years away - what are we talking about? This article is a joke.,0.42857142857142855
"And your sly comedy beats them all, Mel",0.0
What the majority think is no indicator of truth. Ask Germans in the 1930s.,0.0
"Very few women in Iran play soccer so a non-issue. Men in Iran are allowed to wear shorts and t-shirts that are required for soccer, only women cannot who don't compete in soccer anyways there.",0.14285714285714285
"I hate this timeline, I think it doesn't capture all the relevant details. ",0.0
In-depth analysis? Thier information is provided to them by a civil service that is rampant with left wing socialist thinking. Like that is unbiased.,0.0
I am happy the community allows dissenting voices. I wouldn't subscribe here if all dissenting voices were banned like in other pathetic groups I've been in. ,0.5714285714285714
Try doing that yourself. I'd love to see how far you get.,0.7142857142857143
FAC ET SPERA,0.0
More likely they will be joining class action lawsuits and trying to cash in.,0.0
"I disagree with that argument. Democracy might be the best system for the United States, but many countries with other political systems have also achieved peace and economic growth",0.0
"Let me know how that works for you. Oh, and don't forget to add Cuba to the list, seeing as how little boy wonder things Fidel and the thousands of murders by Castro were such a good thing.",0.8571428571428571
"Thank you Elizabeth. You said what I wanted to say, in such a beautiful way.",0.0
"I believe media outlets should follow the CBC example, non biased journalism that never leans in favour of any political party even when they offer further funding!",0.0
You need to expand your vocabulary - hokey is an indpendent word and NOT 'hockey' spelled wrong !,0.42857142857142855
"No, he isn't - we basically leave that up to Steve and the Thugs (his boy band in Cabinet).",0.0
How kind of the noble to speak english....,0.0
VanMorty - that's because all your friends are on these G&M web- boards. Try talking to people and you'll see there's a lot of support for Enbridge and our energy producers generally than you'd ever guess reading this columnist.,0.0
You said the same thing about Rob Ford. It is self serving request so you can report more on nothing to fill your at times boring editorials. Pigs at the trough must go,0.14285714285714285
"Dress up an invasion any way you want, tovarich. Are you still upset about our winning Eurovision song?",0.0
Are you the one zapping posts here ?,0.0
yoga pants rule .... when properly deployed,0.0
Conrad doesn't deserve the exposure at all in Canadian media. He is a disgrace to this country and should be put back under the rock from which he emerged.,0.0
"So your logic for saying it ISN'T xenophobia is by saying that by LOOKING at PICTURES of the terrorists, we can immediately draw conclusions that all single straight middle-eastern men are terrorists? Good luck with that.",0.14285714285714285
Hey Harper wants us to be US. Then we will only have one federal and one state return to fill out.,0.0
"When you are Harper, any event following a gaffe could be argued to be a deflection of said gaffe. I doubt it is planned. Sorry, but Harper is gone. There is no saving him.",0.0
"Ian, Are you so dim that you couldn't understand the article. Facts escape you, don't they?",0.0
I agree with the sentiment and the respect shown. And it maybe notable that two of the three national Leaders are Montrealers.,0.0
"Wow Margaret, I hope you have found a bunker to hide in to protect yourself from the comments section.",0.2857142857142857
"Like it or not, the private sector also made use of the long-form census, and it wasn't only for marketing purposes... why pay someone else to gather demographic information when it'd be readily available for free?",0.0
I know! ISISists are EVERYWHERE!! Don't forget to check under your bed! (Harper has your broom closet covered) (lol),0.0
"These are facts. Harper says one thing then does another, he's a politician what a surprise.",0.0
"I'm sure that if you spoke to some of the people who were actually affected by this, you might change your mind.",0.0
and Prentice too.,0.0
'But this is not a frosh-week problem. This is an every-week problem.'Is it?,0.0
...wrong again? ;-),0.0
you are a closet idiot,0.2857142857142857
"Yeap. Just like if I spend a dollar buying a gum my income is reduced but the income of the vvariety store owner, employee, gum firm and gum employee is increased.",0.0
Why does this particular line need to be drawn at all? The high school I attended has had no dress code since it was abolished in 1969; it has been getting along fine without it for 46 years.,0.0
As I mentioned you are full of hate. Thanks for proving it.,0.2857142857142857
Are they already in the Tory camp?,0.14285714285714285
Rick. You mean those con hack losers who the Candian public gave a democratic majority to??,0.0
You sound aggressive. Are you a cop?,0.0
"We don't hate him. We REALLY hate him. Not too crazy about you lately, either.",0.0
"Harpo negotiated the TPP with the ""bicyle riding pinkos"" in secrecy. He wears it !",0.2857142857142857
I guess that's why they are called the Con Party.,0.14285714285714285
"Why should they? Even Israel, the home of all Jews, is starting to make noises about some of them 'not deserving' to be there. Netanyahu should try to remember what his grandma told him about how 'welcomed', Jewish refugees were in the 30's.",0.14285714285714285
I think readers ended up giving you the thumbs-down for being pedantic.,0.0
There should be a law for posting on the internet the same as driving a car. If I have to read another one of these uninformed posts from a naive 15 year old on their lunch break I'd go ask my neice. ,0.14285714285714285
I know! ISISists are EVERYWHERE!! Don't forget to check under your bed! (Harper has your broom closet covered) (lol),0.5714285714285714
What woke him up? The harsh reality of 'green' jobs going up in a blaze of green.,0.0
"Junior Trudeau keeps proving he is in way over his head. An attack ad wasn't necessary, Junior proves it time and again.",0.0
Your stupidity rises so high I can't see it from down here. ,0.5714285714285714
"Harper is a leader in Global Warming. He has managed to deny, stall and talk against carbon reduction measures for years now. What we need is a leader in the fight against Global Warming and in getting away from carbon based power.",0.0
We haven't had that big earthquake yet. And the proposed new KM isn't a 'twinning' as for the most part it's taking a different route. More PR BS.,0.0
"no sweetheart, they're going to slowly buy up everything you own, settle your lands and put you to work in factories and you'll be cheering them on",0.42857142857142855
"The Court of Public Opinion, I suppose...?",0.0
The weather in London is wonderful today.,0.0
Justins campaign is widely regarded amongst pundits as being one of the most dishonest in Canadian history.,0.2857142857142857
What a mature post,0.0
"Oh great, now we have a Toronto-based illustrator and textile designer telling Canada's snowboarding drama teacher Facebook Prime Minister Robin Hood how to run the immigration system.",0.5714285714285714
One isolated case does not make a nanny state (to cite the asthma issue),0.0
You obviously have not read and understood the scientific literature on second hand smoke.,0.0
"perhaps the next near election video of Ms Wynne will be of her running again , a little faster this time... but with lights and sirens just barely visible and audible at first but becoming louder and getting closer in the background",0.0
you must be a paid shill of the lieberals... I mean who really remembers the details of the mulroney government ...nobody.,0.5714285714285714
"When it comes to Sunny Immigration and Refugees including ""undocumented"" ones - euphemism for ""illegals"" then Doug Saunders is even sunnier than Justin, if that is possible",0.14285714285714285
"The Rio Olympics will be the Olympics that no one went to. No Athletes, No spectators...",0.0
Clueless! I see you still are!,0.14285714285714285
"Bloggins, who pays you to spew such rubbish. You come across as a fool.",0.5714285714285714
"Playing victim. Blaming others. In the light of alleged conservative ideology, hypocrisy trumps irony.",0.42857142857142855
I love that people who have never studied journalism claim to know everything that’s wrong and how to fix it,0.0
Posting this picture undermines your argument,0.42857142857142855
You obviously don't actually know any real liberals.,0.5714285714285714
"If a chid gets sick because of not being vaccinated, their parents should be charged with child endangerment. plain and simple.",0.0
"'grizzled'? all journos and columnos, including Ms Wente, should retire at 65; hey it's 2016!",0.8571428571428571
Let's Be Clear - bye bye have a nice day,0.0
"And Cougars, er, Mentors.",0.0
You and harper really need to get out more and pull your heads out of the sand.,0.0
"Buzz, Ed -- go ask the polar bears if the problem is real, I'd pay to see you and your fellow deniers meeting the polar bears.",0.2857142857142857
"A weird bit of illogic. Every citizen gets one vote, not many - obviously. You vote where you are obligated to register, which is where you live, or as an expat, last lived. Is that hard for you to understand?",0.2857142857142857
He gets his ideas from John Ibbitson.,0.0
Everyone knows that the rich are hurting and need our financial assistance. ,0.8571428571428571
"You think your ""expertise"" is worth something? You uneducated rube! In the real world, what YOU think is exactly meaningless.",0.7142857142857143
Thank you for this... I'd like to think that war is becoming obsolete. But of course the military thinks differently.,0.0
"'Here's another: why was Rob Ford so sure, all of a sudden, that it didn't exist?'---------------------------The burden of this should never have been on Ford - the ones making the allegations need to show their evidence.",0.0
"Jack proposes, 'The best way is to never vote for Wynne again.'Why wait longer than even Kathleen is proposing Jack unless your company can't find the funds right now to help Patrick Brown and the PCs out of their $5 million debt?",0.0
It is disappointing to you when an article doesn't conform to your beliefs isn't it?,0.0
It is pointless to try to reason with an ideologue.,0.42857142857142855
thoughs and prayers - yeah that'll save a lot of lives,0.14285714285714285
The Government checks arrived in the mail yesterday so they're a little slow this morning.,0.2857142857142857
Almost all murders and non-negligent deaths are caused by BLACKS,0.14285714285714285
"Best comment yet. Thank you, Bob.",0.0
Are you being confronted with any argument to the contrary? Hope not.,0.0
They are poor because they are reliant on the drug trade and reliant on the drug trade because they are then poor. That cycle can be broken.,0.2857142857142857
"Quebec is getting more multicultural, support for sovereignty has never cracked 50% in the past, it's certainly not getting there in the future.",0.0
Excellent article Margaret! Spot on. Somebody has to say it...,0.0
That's true of every party. Why are you singling out the Liberals?,0.0
It was often like a pre-written play with the Conservatives reading from their prepared scripts. Complete contempt of the parliamentary process. Shameful!,0.0
'The west' What is this 'west' you speak of?,0.0
"Joe, Joe, Joe... Try reading a newspaper or a book published outside Ontario my ignorant friend. Nobody cares about Mike Duffy west of Ontario - we just expect that kind of behaviour from the centre of our universe. BTW, have YOU tried crack?",0.42857142857142855
Utter tosh.,0.14285714285714285
'What is it about the GTA that produces people like him?'Excellent! Comment of the day!,0.0
All of them. If you believe in capitalism we need an expanding population to make it work.,0.0
"Hmm, I did not know we measured the earths temperature way back 200 years ago. Oh wait, I forgot, we measure the earths temperature using tree rings and swamp gas. So reliable, so accurate. Lol!",0.0
"Although We don't always agree, I think I could have an adult conversation with you.",0.0
The killer apparently targeted both men and women. Find some other tragedy as a hook for your feminist claptrap.,1.0
"'Sandstorm', if you're so afraid of statistics, maybe you'd better not get in a car any time soon.",0.0
Look carefully and you can see US interference as the cause of the jihad. The Arabs/Muslims are retaliating.,0.0
Chuckie isn’t the sharpest knife in the drawer,0.7142857142857143
"I guess to a Liberal, 39% is 'most'.",0.0
"Well said, good sense of humour.",0.0
"Justin is well traveled, unlike mos conservatives. He understands the world a lot better. Most conservatives think the world and north America are interchangeable words.",0.2857142857142857
Finally a column by Ms. Wente that I completely agree with! Well said.,0.0
wow you are a fool,0.5714285714285714
"Well Ms English, how about the fact that the overwhelming number are males? Your 'logic' clearly lacks linearity. All lives matter, male or female.",0.0
Bathroom....,0.0
No one but themselves to blame.,0.0
"I have friends who attended law school with Ezraand I know him peripherally Bright , belligerent , biased and opinionated yes'dorky'............no",0.7142857142857143
"Walt. Your last para is ageist, racist and sexist. Wonder it got posted.",0.2857142857142857
me too. Who wrote this article,0.0
"O'Leary is the last thing that Canada needs. Another bombastic, self-opinionated, no political experience applicant.",0.0
You'd think that they would have proof readers at a major newspaper.,0.0
...and young girls. A friend of mine was abused by Sister Piano Teacher in her catholic school. Not to mention The Magdalene Laundries!,0.8571428571428571
"Hey, you're going to die anyway",0.0
"We are seeing fascist tendencies and behaviours in our government, but its so hard to believe that it is happening to us, to Canada, that we will just continue to be in denial.",0.0
Who is the 'she' you are referencing? Did you even read this piece?,0.14285714285714285
"Mel, that's it!! The only logical explanation of the last few years, the grand strategy of enlightened sovereignty.",0.2857142857142857
"thanks for the insight, Officer",0.0
Are you for real or do you want us to end up like Ontario we have a liberal government in bc they are nothing like the Justin wynne crowd,0.0
I don't recall harper demonizing the ad for the Canadian Wheat Board but then you lefties always make things up as you go along.,0.8571428571428571
Come back and tell us all about it Dougie after the Germany people have voted next fall....We wait with bated breath.,0.5714285714285714
http://en.wikipedia.org/wiki/Poisoning_the_well,0.0
Cabo's post should be required reading for all.,0.0
Neanderthals from Alberta is redundant. Just say Albertans.,0.14285714285714285
How do you know the flu shot made you sick? Just because you get sick after the shot does not prove it was caused by the shot.,0.0
"You are right. We have enough home grown whackos, we don't need to import more.",0.14285714285714285
"Moderate Muslims need to start making their voices heard about the folly of their extremist counterparts. Until then, it's just so much useless hot air.",0.2857142857142857
"And don't forget, T-lite promised us dope too !",0.0
"my, aren't we a special snowflake?",0.7142857142857143
He actually compared canada's record with china'sOne would think the press would challenge him on that point... He has lost all credibility at that moment. He really has no clue,0.14285714285714285
An intelligent reply. They should have you writing columns instead of Saunders.,0.14285714285714285
And yet you read it. Why?,0.0
In you opinion that is.,0.0
They still use slave labor in Dubai.. but hey... as long as you're making a lot of money..... stand up proud...,0.42857142857142855
How sad that Harper haters have aligned themselves with Putin for no other reason than Harper not agreeing with Putin's criminal behaviour,0.0
Bottom feeders ? It takes one to know one.,0.2857142857142857
Good point. At least one quite reputable study (I have a copy) found that former residential school students are more active in preserving and promoting their native culture than Aboriginals who didn't attend one of those schools.,0.0
A brilliant tactic on Trudeaus' part - purge the Liberal party of it's senators before the toughest expense probe in senate history is made public.,0.0
