text,y
It has now been patched to include trophies.  Someone care to update it? January 27th 2009,0.0
"""

 WHO IS ATTACKING WHO? 

WHATEVER, THE FACT THAT YOU CANT LEAVE WELL ENOUGH ALONE PROVES MY POINT. YOU ARE A PATHETIC LITTLE SWINE WITH A SMALL DICK AND NO BACKBONE. SO MUCH SO THAT YOU GOTTA POST SHIT IN DISCUSSION THREADS IN RESPONSE TO A """"CITE NEEDED"""" EDIT..(WTF??). BUT I DIGRESS, MY POINT REMAINS THAT BY YOU CONTINUING THIS CONVERSATION MY POINT IS PROVEN. IM DONE, SO GO FUCK YOURSELF.""",0.2857142857142857
"You know what? Don't offend other users , you are a jerk! I know you are correct, but you don't have to get so angry about it. 207.62.246.166",0.14285714285714285
"""

Anon user 89.130.28.68 behaviour 

Today when I woke up, I found a whole lot of personal attacks from anon user 89.130.28.68 against me.

Messages such as:
""""THIS USER IS SUCH A STUPID AND BIASED WIKIPEDIA EDITOR. SHOULD BE BANNED FOREVER!"""" on my user page.
A blanking of my talk-page whith the following message """"buaagh i'm sick only reading this user please..remove him from wiki!!!!"""".
""""that is fucking stupid and haves no sense!!!! That is a person with various nationalities NOT A NATIONALITY OF SPAIN . ONLY MAURICE27 CAN SAY THAT!"""" in the Nationalities of Spain article.
""""WTF!!! IS NOT POSSIBLE THAT MAURICE27 IS STILL EDITING THIS ARTICLE FROM A SUCH BIASED AND STUPID POV!!!!!!"""" in the Catalonia article. (NOTICE that I hadn't edit that article since January 17, 2009

I ask you if you can do anything to stop this kind of behaviour with a ban from a user who has been attacking me since April 2, 2007 and who I'm pretty sure is a sockpuppet from ). """,0.2857142857142857
- by a person with no life and takes it up the ass,0.2857142857142857
Once again Ryulong proves that he's a fucking moron. Big shock.,0.5714285714285714
"""

Thank you again. Im very much aware of and believe in verification and  citations are extremely essential for a project such as this one. The thing is, when it comes to highly contentious issues like a BLP or a historic/ethnic/political article, at least a minority here use the WP:RS/better source tags and violate the WP:NPOV. Minuscule incidents/components are heavily manipulated and the whole picture is painted in a different color. Lack of effective site monitoring of these topics or dedicated admins who take these articles up themselves, is probably the cause I guess. Anyways, Fully have to agree with what you have to say. Greetings. (talk . contr . mail) """,0.0
"""

Hmm, sneaky sneaky... my MSN disregarded my turning off it's popup blocker and still put your email in the junk mail section. Oh well, thanks for the input! And if you were to become an admin... again... I'd support. D  o  """,0.0
Theres also a cheat where u lag and can still hit people and launch rockets from ur sword while playin a only sword match.,0.0
Grant Hill (basketball),0.0
"Tony, being an admin is not a license to be an arse.  Grow up and leave the userboxes alone.",0.14285714285714285
"You need to give the discussion more time 

The discussion hasn't been open that long. I highly recommend giving the discussion on Rich F more time so that others may comment.",0.0
