text,y
"who was buried according to the Times (London, England), Wednesday, September 01, 1993; pg. 17; Issue 64737, on 6 September 1993.",0.0
"ITS STILL FUNNY 
Son of a bitch! _|_",0.7142857142857143
"Obese 
I have been thinking about editing the obesity article but am unsure where to start. I thought because you're very overweight and possibly morbid in obesity - that you could make some suggestions.",0.14285714285714285
"Fuck You JohnLaTex 

Who are you??!!",0.42857142857142855
""":::::I didn't say anything about fandom or fan site, so I'm wondering where that characterization comes in. And it seems rather bizarre to call following the official credits """"fancruft"""".  (talk • contribs) 

""",0.0
". 
well in that case, I hope your house got destroyed in Hurricane Katrina you nigger.",0.5714285714285714
Yea? Well FUCK YOU! 75.30.246.159,0.42857142857142855
"fuck you cuntard, cheeks baroni is a local figure up here, let his legend live on!
-cheeks",0.42857142857142855
"""This message refers to Grand Theft Auto III. Thanks for experimenting with Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.   ╫  RingADing  ╫""",0.0
"Hypocrite  

You are the biggest hypocrite ever. I did not constantly harass you and there weren't 3 editors. Not counting you there was one. Another said it wasn't the best idea but it wasn't vandalism. 74.89.58.36",0.2857142857142857
"""
Still, however inappropriate Coffee's blocks were, we wouldn't want him doing something to himself in RL if he's encountering issues as claimed in his edit page space.. I know I wouldn't want to be responsible for that sort of thing, and you never know with some people.♦  """,0.0
"""

Since this is not an article, but a sandbox draft, I don't know what to edit. I'll edit it here:

Note: You *almost got it right* but, the subject of the article is not the term, but the myth (or, shall we say controversy) about the term. The *argument* should be the subject.

""""Democrat Party"""" is a term used in the United States instead of """"Democratic Party"""" when referring to the Democratic National Committee. http://www.democrats.org/about/faq.html There is an ongoing dispute about the origins of this shorthand term, whether it is a natural shorthand expression, or whether it is derogatory to the party. A 1984 New York Times article suggested Republicans began to use the term when Democrats used their party name to infer """"they are the only true adherents of democracy.""""[1] New Yorker commentator Hendrik Hertzberg wrote that the term """"is a slur intended to ... express contempt.""""[2] He also stated that polling however indicated only """"deeply committed"""" Democrats found the term offensive.[2] Political analyst Charlie Cook attributed use of the term to force of habit rather than a deliberate epithet by Republicans.[3] Ruth Marcus stated that Republicans likely only continue to employ the term because Democrats dislike it.[2] Hertzberg and Marcus both state the use of the term is """"trivial"""".[2][3] [4]

History of usage
The earliest known use of the term, according to the Oxford English Dictionary, was by a London stock-market analyst, who wrote in 1890, """"Whether a little farmer from South Carolina named Tillman is going to rule the Democrat Party in America – yet it is this, and not output, on which the proximate value of silver depends.""""[5]

William Safire in [year] wrote about the use of the term, understood as a derogatory reference, and attributed it to Thomas Dewey who he credits with this usage.[6] The term gained popularity during the 1940 presidential campaign of Wendell Wilkie. Wilkie's campaign manager Harold Stassen said, regarding his use in the 1940s, that because the Democratic Party was controlled """"by Hague in New Jersey, Pendergast in Missouri and Kelly-Nash in Chicago, [it] should not be called a 'Democratic Party.' It should be called the 'Democrat Party.'""""[7]

Do you see the difference? All the way through, the dispute about the term should be the subject of the article, not whether it *really* means one thing or another. 

Humbly offered, 129.133.127.244  """,0.0
(Note for anyone reviewing recent edits just in case - disambig East Province to Central Province (Western Australia) is not an error. It was renamed in 1948.) Orderinchaos,0.0
"""

""""the never ending edit...""""

Of the hundreds on my watchlist this article is like the never ending edit. Of this I'm sure, this article has become a cause and darn if I'll let a """"so"""" where there should be a """"but"""".  If this article with its minutia is your cause well then have at it with all of your attention. It at least keeps you away from the rest of this project.   talk 

Heh.  Terri Schiavo as a flypaper for the priority-challenged.  I like that notion.  ^_^  - 

My dearest sir, you are so correct!  We are going to ramp this up slowly.  Terri Schiavo is not a movie star.  She is an issue about American jurisprudence and how wrong Congressional intervention is.  THAT is her notability.  If you think about it, she is just along for the ride.   

The perspecitve of this article should now change to change to the judges.  It is the politicians were who were the flies. They got swatted away, but she sticks to them, does she not?  Andrew William Morrow   

Let us now see if that little fly """"Musical Linguist"""" takes the bait. Better yet; that she-dog.  Here girl, here girl!  Come and delete this section again! Good girl! Here, I will give you biscuit!   Sooooo... Does any OTHER admin want to come and delete this idea for the sake of some shallow excuse like """"banned user""""?  Huh?  Huh?  Come on guys, show us all how Intelligent you are!  Atta boy!  Good boys!

As said by Sir Thomas More in

They'll think that somewhere along your pedigree a bitch got over the wall!
  """,0.2857142857142857
"I'm sorry, I checked Kings Canyon (Utah) and nothing showed up. So I changed it hoping that u've made a mistake by writing (Utah).
Dako1 January 19 2010 1:29 (UTC)",0.0
"I think that's perfectly acceptable, as long as it's sourced.",0.0
"Admin abuse on Wikipedia is a serious problem 

I looked up Wikipedia's rules regarding that and I followed YOUR PROTOCOL regarding admins abusing power. IT STATES THAT I HAVE TO NOTIFY AN ADMIN IF I AM GOING TO REPORT HIM.

I DID THAT.

go look up your own rules please. 

My god, what a bullying bunch of powerhungry maniacs you have all turned into.

You guys need a very large mirror..........  Have you been abused soo much in your life, that you cant look at yourselves anymore?  

I am really sorry for you all.",0.14285714285714285
"I am being punished because an editor, One Night In Hackney, edits my edits and then, when questioned, refuses to answer my questions.  Instead, he asks questions, I respond, yet he ignore my questions.  This is unfair.",0.0
"Metal Band Shirts 
I do not know much about this group, or hip-hop/rap in general for that matter, but I noticed on TV one of the members of the group wearing an Iron Maiden band shirt, and recently in a Sports Illustrated issue, a member wore a Megadeth band shirt.  Does anyone know if Three 6 Mafia likes metal?  I am interested to find out since it is such an unrelated genre to rap and I am a fan of metal (hence my curiosity).  Thanks, and sorry if this is an inappropriate forum for this question.",0.0
"""

 /*H-D-H songs list*/ 

H-D-H songs list
Those two Michael Jackson songs from 1975 aren't really H-D-H songs, as Lamont Dozier had already split a year-and-a-half earler. If they're included, then the five 1970s """"New"""" Supremes singles written by the Holland brothers should also be included. What do you say? Best,   """,0.0
THESE BOOTS ARE MADE OF PUPPIES.  YOU SICK PEOPLE.,0.14285714285714285
